AGE,YEARS_OF_EXPERIENCE,CURRENT_SALARY
52,9,167726
33,8,59754
44,6,117505
63,33,179605
59,13,142078
38,13,116047
35,1,195859
54,9,33840
27,5,130121
44,16,59779
52,3,70759
61,14,128287
26,1,98990
24,1,54263
59,18,107812
49,20,155944
52,21,75770
38,16,68108
43,1,186124
34,7,52324
42,6,148525
42,0,157549
27,2,142949
31,6,117932
61,14,36859
35,7,102484
44,9,128664
28,3,63062
45,11,177574
36,3,47496
44,8,160495
26,1,95749
62,20,155276
41,15,132632
31,6,52522
44,0,150501
48,11,165745
64,16,63975
52,1,92960
27,0,37617
34,5,80607
49,0,188695
37,6,52123
38,11,175121
52,7,97075
31,9,72802
52,8,71770
60,12,116129
63,12,198346
27,4,177158
41,8,70563
62,7,53210
42,18,109026
37,9,58313
46,18,189266
60,20,37001
57,26,102800
64,13,39700
55,31,38667
29,0,144082
35,7,42472
44,9,199724
33,5,91271
41,2,104551
45,11,153715
34,10,125889
54,25,136004
55,21,71049
53,28,38986
63,14,156073
50,27,34247
48,2,113404
59,29,106372
34,12,183298
43,18,170030
28,4,79091
28,4,129212
50,23,75777
61,23,165797
35,12,150749
23,0,183333
28,2,137574
38,14,46634
54,27,46747
43,4,51671
35,1,168944
22,0,168396
29,2,65486
62,35,63516
29,6,42179
50,12,75333
38,10,167607
48,2,37292
29,6,133501
27,0,92126
51,13,187615
44,13,178591
36,0,158023
62,5,80301
35,13,93238
48,20,60779
24,2,86729
33,11,106327
64,12,134595
24,0,65587
61,24,171500
22,0,96454
38,12,138444
39,0,174849
31,3,71763
33,0,31915
38,8,122619
43,16,95137
63,8,33130
35,1,149144
62,0,176188
29,2,39913
38,7,100442
36,6,59289
27,4,160820
28,5,89441
53,5,126883
64,34,178964
30,2,198557
41,15,77968
63,31,129907
60,22,161519
23,1,174518
39,0,70621
59,24,31465
23,0,90865
36,12,94228
32,3,59606
24,2,194459
30,2,105006
64,1,115819
44,18,38764
64,38,82751
31,1,132381
58,21,45529
45,5,99085
53,5,145232
25,2,41241
60,36,198716
28,2,65711
50,12,145871
50,8,120823
30,6,65805
63,2,105574
23,0,140352
24,0,116928
62,33,56970
49,10,104123
41,11,52551
63,12,86340
25,1,122777
51,17,128806
52,21,120407
62,10,160662
43,5,130031
30,8,189791
30,6,32373
52,8,115162
37,8,48915
56,7,70198
43,8,43932
52,29,151947
34,1,76215
49,17,93868
60,12,107243
60,36,79121
28,5,166522
46,8,96212
22,0,123632
56,27,104652
32,9,115107
55,21,30201
39,0,138090
52,16,162260
37,9,118630
51,3,163146
58,34,159962
46,9,123654
49,20,36951
45,7,191007
55,24,186877
42,1,88583
32,6,34998
48,24,120472
30,4,107408
37,6,40308
32,8,59663
35,0,178226
64,38,74438
36,3,88721
43,4,31245
63,28,62192
63,19,36326
43,6,174671
46,11,152482
43,0,128673
24,2,174960
60,13,117200
51,9,147425
22,0,195945
24,0,163186
38,7,196754
54,1,77825
34,8,114345
29,3,167794
53,0,58938
47,1,30515
27,2,112376
33,11,141368
29,0,113302
50,19,143002
41,17,170040
34,12,150254
29,5,169205
39,13,192037
47,4,110761
41,10,74953
54,16,168692
29,4,155371
33,4,133323
23,1,192973
37,10,34782
64,12,49050
64,5,81642
58,2,85688
32,5,192193
38,11,80594
51,19,85387
29,1,174000
44,16,50110
31,8,69642
27,2,93902
22,0,190324
32,4,49771
62,16,179292
44,9,136141
24,2,97119
35,12,147278
34,5,60784
41,19,114022
56,1,49681
36,13,30499
26,0,75014
62,29,172861
42,4,78862
58,30,185849
32,10,73508
28,2,173569
33,9,169271
25,2,111518
44,18,197366
47,2,62743
23,1,47342
37,13,169075
55,0,108148
32,10,163054
44,16,113678
44,9,138468
51,3,87472
60,4,195871
41,3,83368
37,9,73726
32,4,140093
52,20,95695
45,23,198934
47,1,185927
23,1,145934
36,4,31704
58,1,84578
43,10,174038
47,5,100072
25,1,154787
27,2,154630
43,14,33122
59,8,101496
44,11,193921
46,18,107563
24,0,139522
41,7,154685
54,1,41778
41,0,64515
27,0,79654
33,11,189838
40,6,115263
46,21,67798
39,14,162474
36,5,69029
59,11,79860
48,25,41687
62,36,179664
45,19,129770
64,18,195448
42,10,73902
61,21,198887
58,33,144405
36,2,94073
47,14,176010
31,5,42820
24,0,96504
60,9,70150
50,24,38164
59,27,99277
26,1,99254
45,7,42300
61,29,197229
26,0,178940
53,11,150844
47,14,103371
48,23,129388
33,5,174800
53,7,60429
60,38,152471
57,15,149276
27,3,47180
34,9,166312
52,11,170964
39,16,54341
50,22,51897
31,4,137115
60,6,146116
60,27,66767
24,0,174752
39,10,155240
50,18,134331
63,26,118663
47,15,112574
53,23,193425
48,26,164423
32,6,121248
62,4,96412
27,2,57848
52,2,53276
29,0,120308
45,19,59895
39,0,58315
30,1,83661
43,1,188862
64,9,198846
31,2,199355
22,0,188545
24,2,151070
47,14,93145
28,6,39721
48,19,170814
36,3,30690
44,0,184856
42,15,188897
34,4,152377
53,13,184069
41,15,30265
26,3,119634
62,24,100066
53,7,76531
49,1,135471
62,15,148334
49,5,50228
33,4,84150
27,3,57090
47,2,72332
38,14,149390
57,14,43711
31,5,186112
47,12,152280
37,10,37507
53,26,95507
37,1,113329
35,8,93627
46,23,140957
22,0,145740
60,9,51956
64,13,38944
37,10,45489
54,7,145361
43,13,119326
49,15,129939
44,1,117267
23,0,128530
36,5,135531
63,41,57594
58,28,195326
26,3,111665
53,14,173420
59,19,165014
44,15,93882
44,10,160646
54,5,192582
27,3,91283
54,7,169625
62,38,149042
41,15,113600
23,0,139148
41,6,122994
44,20,37341
47,15,81412
47,2,118716
23,0,62399
23,0,115817
54,20,141349
31,2,104795
49,16,140002
36,0,166695
39,17,73024
60,30,99666
48,13,85654
58,7,164575
60,28,46828
33,4,157660
35,9,144294
52,14,49040
30,0,104855
61,24,113017
47,11,76577
48,5,157648
37,14,62218
23,1,102290
38,3,157838
50,4,191971
53,16,173446
46,20,40743
24,2,160402
62,10,196676
59,9,84817
56,0,150773
24,0,138816
48,22,47057
35,9,158320
54,8,163749
42,2,55221
31,0,74595
38,3,75276
28,5,97749
48,12,85912
52,2,56110
61,19,182430
55,32,126276
45,2,127714
31,1,197768
49,15,190159
63,25,93576
54,16,158438
34,5,102188
50,21,49564
48,5,154712
32,7,132965
31,6,87842
50,21,178125
35,3,56761
42,0,129108
61,39,40174
46,13,197087
28,2,133396
36,0,46370
29,0,56203
58,19,42773
43,1,76120
34,1,32159
60,5,50866
46,13,164906
49,9,160760
37,11,130328
28,4,75012
27,0,198001
36,12,102264
56,28,155665
23,1,147030
33,8,183763
35,2,199402
23,0,75786
64,37,63629
55,17,41657
49,22,30533
26,0,35194
56,17,194825
37,0,134550
59,27,180252
63,5,191050
56,9,96637
26,1,180824
61,5,59670
34,4,152257
22,0,110374
50,8,163659
23,0,49042
38,7,120357
57,1,80871
59,15,34490
45,16,161544
39,15,190175
29,7,189744
49,7,80664
25,0,80429
59,10,86213
39,12,112343
29,5,136124
41,0,42154
56,3,108585
38,14,194383
58,21,73222
32,4,184562
56,2,119699
39,13,65358
41,7,63217
25,0,81124
47,4,49675
34,12,135637
42,4,96283
61,20,71589
45,11,136690
52,20,72369
57,21,81745
63,6,116495
40,3,136140
54,29,43652
56,10,163190
44,13,114977
27,1,186929
47,3,41922
22,0,59472
33,10,37543
31,2,119498
47,22,84434
48,14,88298
58,8,50583
62,0,38297
61,24,160499
48,11,167984
22,0,122945
35,13,170575
58,7,93611
35,11,171123
53,18,169355
53,31,105565
40,6,54021
29,6,92168
56,12,190387
35,6,164402
26,1,45659
52,22,126706
53,3,84306
45,5,117324
43,13,194756
42,3,184284
54,12,30931
36,13,162130
36,8,52704
24,1,57340
51,15,45380
62,9,164360
39,10,174500
62,11,132837
29,3,73757
40,3,113911
48,23,123998
26,4,107091
47,14,153310
35,13,50865
62,2,85291
22,0,110230
53,23,55109
48,1,144873
39,6,106256
39,15,61472
62,18,175521
64,3,133609
32,3,160195
27,2,168035
50,15,104810
57,24,131298
26,1,50087
55,12,169816
36,11,84000
30,4,160642
54,29,139845
38,11,179437
58,19,105345
32,9,80551
63,13,193337
59,13,130948
62,14,74669
51,2,144330
34,6,35316
32,9,143288
28,3,56498
63,23,34134
42,0,163581
28,6,53677
43,7,156600
53,11,109278
25,0,129418
36,5,112594
60,9,69072
42,15,180074
58,3,137035
62,0,154081
62,2,97686
59,34,57248
62,25,69897
49,14,59095
64,25,54610
27,5,138994
23,1,164601
52,7,107583
48,13,162975
30,4,151527
22,0,124796
36,5,69984
44,18,137457
38,11,43654
28,0,98396
61,36,71849
24,0,56793
55,4,178766
40,0,45212
51,12,155615
31,8,156625
63,41,87613
60,36,162822
39,3,191466
44,3,54089
44,1,133353
25,2,78817
63,36,159319
56,15,115742
30,0,40562
32,7,34886
22,0,97333
31,0,93661
52,3,99847
35,6,70496
49,5,157667
57,32,120580
45,16,139887
49,10,56546
25,3,133759
35,7,164251
26,2,92750
53,19,49665
38,6,149968
55,1,66905
58,29,138659
47,11,199173
52,22,108091
49,26,78666
49,11,35212
50,16,169960
57,19,175125
47,21,111067
43,16,151502
56,21,136534
49,18,50876
43,5,165333
56,13,54457
39,3,147850
26,1,166465
50,17,172541
32,7,46708
45,0,167975
59,16,140473
46,20,112274
37,5,122750
41,11,127775
34,1,137826
56,20,67150
33,8,101362
25,3,74385
57,2,62704
51,22,92423
50,19,179230
39,14,115552
62,33,96233
50,14,47557
30,2,98804
31,2,149882
31,3,57749
29,5,143522
40,16,118509
55,7,135993
24,1,86913
44,21,132267
23,0,81645
36,9,109316
56,10,181547
28,5,186078
56,26,128201
56,22,58706
26,0,197201
40,2,46239
52,22,39296
23,0,181809
55,1,126258
34,4,49349
56,23,89956
55,13,49459
35,1,173131
56,21,122669
58,29,72497
47,20,48723
63,1,66963
28,1,169543
57,14,146651
60,37,73515
42,0,89966
36,0,101834
34,4,104690
41,12,82345
55,16,33466
47,10,66406
25,3,51273
55,30,43196
41,17,86887
40,15,179767
58,22,96423
52,9,113008
40,12,101697
64,19,158225
23,0,85867
47,6,173820
43,21,78796
38,0,104187
45,7,80016
33,7,159364
43,5,51500
61,28,182012
41,13,154062
24,1,197306
36,3,104404
64,37,161242
35,7,169733
31,5,152837
41,19,136592
44,18,129006
30,8,122117
60,19,184905
31,3,65324
61,11,77546
24,2,135479
33,10,82945
41,1,164811
46,13,182264
46,17,179454
49,18,199876
37,9,105608
61,28,89631
42,19,113596
28,0,84863
33,8,159752
63,18,198784
56,0,48180
39,10,137955
39,17,148448
32,10,189416
53,30,175550
54,29,96537
54,13,63172
36,7,104052
39,9,187043
43,21,111478
27,5,117564
43,10,135276
27,4,150931
36,1,71000
59,11,63184
51,1,185142
51,21,118520
53,9,34698
41,2,87429
38,0,38441
50,18,155932
32,1,155944
64,17,81693
41,19,173116
62,4,107020
41,12,150375
29,7,167926
38,10,76973
33,10,49970
53,28,171109
43,8,142901
48,23,182193
58,10,197764
47,4,123375
52,4,147220
50,1,44214
52,0,148323
45,20,93344
25,2,85140
35,4,144087
34,1,88779
44,12,100670
29,6,198334
34,4,32537
22,0,105854
48,26,58950
38,14,35382
62,16,81649
30,6,81668
48,13,56218
47,15,141945
42,5,125045
64,36,111131
25,0,66926
35,12,33890
63,20,39553
32,5,61481
25,2,35279
55,32,136721
26,3,56759
53,8,106015
37,5,83595
49,26,114602
23,1,80305
56,27,46663
29,7,79970
46,7,76584
44,14,163491
57,22,198431
46,23,153267
38,13,172158
47,14,117790
58,35,69388
42,8,67761
26,3,76252
45,22,56534
31,5,125930
23,0,181119
47,16,83593
30,8,197152
51,4,62155
60,17,102276
57,24,71203
53,11,96731
29,1,146716
24,1,125802
25,2,150326
46,20,101617
48,15,140784
37,1,107123
44,1,104896
47,20,99319
36,8,193245
47,6,101353
46,3,148003
63,4,120201
32,8,79679
34,11,70746
22,0,53619
57,11,50362
52,15,118656
43,5,74052
57,11,58256
26,1,62131
40,2,46904
52,22,184889
44,15,144478
43,10,176867
52,10,116038
42,20,197508
24,2,96700
32,1,85988
33,3,178651
63,18,177497
46,17,130918
42,5,86750
28,3,132583
52,12,81279
32,7,106087
22,0,80307
35,13,143265
44,18,163595
57,19,118301
64,5,136226
26,3,156902
61,0,84221
26,3,88030
23,0,61917
59,27,132088
27,1,70592
38,14,185636
26,3,85800
35,4,124933
57,0,148748
49,15,136076
33,8,65778
54,8,123790
61,36,172548
45,18,105778
39,7,42812
32,6,188191
46,12,74854
40,14,158083
25,0,114450
28,1,34982
39,9,90160
36,0,121467
63,39,72977
36,13,50719
23,1,113230
62,2,116622
57,9,189102
28,3,89856
50,8,148290
46,21,135074
42,2,196212
33,8,167107
29,7,137131
42,5,196361
62,14,102988
45,17,64139
57,24,140376
23,1,169455
50,21,104612
34,8,136990
46,13,124832
28,0,137469
61,22,189802
57,10,33678
57,1,144360
32,6,101147
50,26,141430
38,9,33903
34,2,47746
30,3,144536
51,25,85350
63,10,48199
30,1,175050
42,17,171572
35,0,99334
48,17,55349
56,7,90801
48,20,156826
61,7,56694
46,12,102202
33,6,110641
29,0,39143
50,19,183370
26,3,187401
59,19,65669
40,16,178464
56,25,139171
60,0,84744
62,15,98074
46,24,149233
39,6,114620
44,4,123898
61,9,53593
51,6,73870
22,0,67584
47,18,64883
41,14,40058
62,10,42344
62,28,188133
42,18,123824
41,0,106600
24,2,33631
38,7,49606
48,8,176265
39,15,187447
60,2,92664
31,8,188118
41,0,68339
44,9,71278
29,2,110414
60,34,138171
58,24,49543
22,0,64095
28,1,30837
25,0,133033
49,26,103832
40,7,95099
27,2,111739
47,24,62875
61,38,108007
58,15,151497
40,9,126304
38,5,72474
50,7,65578
42,6,62080
26,0,41578
38,10,140580
59,24,47475
62,32,65265
61,9,177724
28,0,56082
48,20,113933
52,22,71483
55,7,60409
47,1,37543
27,1,52571
52,6,143653
33,1,34744
36,0,131458
22,0,173632
47,21,66108
58,34,194867
27,0,56144
45,16,109171
57,24,186601
40,2,54442
39,6,192683
59,27,56620
37,9,144039
38,3,53204
32,3,71155
25,1,106425
37,12,189402
30,4,177794
44,1,166153
31,2,85887
47,5,107599
57,3,114750
60,32,190301
24,0,77235
41,10,149261
38,15,52409
49,19,95172
22,0,140715
57,2,76801
46,1,185135
54,10,78396
42,13,62209
51,5,111387
34,11,184800
60,15,194451
44,2,133432
27,1,34651
40,12,50353
31,7,69975
37,10,141531
34,10,78256
43,7,194050
23,1,184055
63,8,64308
47,9,43606
26,4,116361
51,21,187385
58,28,41025
43,16,32642
39,8,173280
50,16,172933
40,11,194742
25,3,79574
29,1,92961
48,5,52677
50,17,162555
54,28,56856
28,2,96810
56,5,51541
25,3,50127
47,12,38866
34,0,133700
32,6,34588
60,27,52385
55,12,100249
46,10,168914
42,11,138733
57,16,48686
62,11,51454
62,1,63019
23,0,76792
46,3,34716
53,30,195853
22,0,33231
54,8,121526
27,0,183814
34,4,196242
38,13,78259
37,3,160435
59,5,170837
43,18,137927
64,7,113267
62,36,115763
28,6,35369
23,0,51411
22,0,66158
40,6,167237
37,9,56841
55,10,156784
50,27,159279
29,3,141869
47,3,66010
32,5,137394
31,3,132370
25,0,93686
55,27,93110
44,3,125859
23,0,82540
54,17,35057
53,12,104434
41,5,114327
34,3,34544
24,2,195673
50,27,156239
39,3,59141
27,5,109205
35,2,196908
25,0,185059
47,2,117803
33,4,39193
59,33,190153
49,14,83897
62,14,62425
27,2,199132
59,18,70965
25,2,120410
29,6,92985
52,4,98342
53,23,166323
25,3,86869
49,21,83269
28,2,198184
30,0,126696
24,0,165552
54,20,96202
41,3,85670
40,15,101566
37,3,112942
24,1,86361
27,5,168627
59,13,116275
50,11,149107
55,25,125678
35,2,164138
47,16,77275
55,10,73884
30,5,163171
54,4,149414
40,11,77091
30,4,170805
60,1,123289
27,4,176314
44,7,96918
30,5,37038
47,13,177333
31,3,128718
27,0,76052
35,11,140111
38,3,39064
25,2,171814
35,10,119227
45,20,133145
34,5,110823
58,6,96260
22,0,187149
59,16,146950
54,31,60449
38,13,51453
35,7,156971
38,8,177670
37,13,174070
28,4,197903
63,17,192930
33,7,198038
44,20,114386
61,38,86297
27,4,193800
64,3,195630
59,25,173791
51,27,129697
43,4,181573
22,0,199768
24,2,49541
61,4,191918
61,18,171055
22,0,140784
58,13,74193
57,1,164774
54,4,37265
59,32,169638
60,18,67453
32,10,164274
53,10,78291
40,8,75570
42,4,157417
32,1,89489
43,2,159752
40,0,78990
49,15,192859
53,2,95712
47,4,130830
40,17,88526
36,8,61997
26,1,36547
33,6,166224
44,3,154969
38,10,64580
32,6,112130
52,28,35775
62,12,179016
29,3,155776
61,24,84144
43,8,76667
53,20,101403
31,4,136265
60,20,157745
59,1,152205
27,4,76078
56,8,105332
32,4,187233
39,6,57811
54,6,33030
62,19,165638
34,12,41182
60,34,150475
26,0,139523
57,35,86848
46,13,135015
25,2,193754
50,10,85818
45,20,131171
63,41,125861
42,2,98635
62,25,116174
32,2,128959
48,11,34347
58,4,56891
62,1,133121
31,4,182134
32,1,199191
64,10,66258
30,2,156799
63,29,40474
24,1,121941
27,2,131388
46,3,37056
28,2,105381
48,26,57949
43,9,92425
40,0,127747
51,26,159777
43,5,49226
44,5,92893
33,1,78323
23,0,146381
50,21,76866
50,1,41822
35,8,198212
30,1,163490
63,7,134553
47,3,153695
50,18,98413
26,1,187382
43,3,113914
50,11,35999
34,2,60789
39,1,85638
28,0,171337
34,0,97577
57,7,152737
42,18,49843
49,13,56690
59,22,113457
24,1,77298
49,22,47640
43,16,112150
64,20,66832
64,16,164819
54,24,185892
34,11,124771
62,33,114003
58,12,67970
26,2,171385
57,17,123680
61,30,68259
29,7,64393
23,0,117344
64,11,95362
62,30,178023
38,14,83397
25,3,130600
40,14,176809
55,11,63214
38,15,176677
46,2,83327
26,0,75155
38,13,68067
32,7,121743
37,10,185979
37,6,66867
27,3,155996
59,26,102356
60,34,153465
39,6,68761
24,1,51492
39,2,111131
28,3,124914
32,8,185664
36,8,127298
58,19,192586
35,6,166887
44,4,48711
57,11,195335
38,1,116294
43,15,170107
45,20,95767
48,13,55609
38,6,159255
44,15,167968
28,3,157906
22,0,102714
48,10,186181
55,18,193216
58,9,103763
36,11,90952
39,0,197948
25,3,130402
50,5,139338
44,7,48617
64,42,184996
43,13,167030
41,10,160145
43,16,157352
33,7,128375
56,34,98947
47,8,184329
35,6,171813
41,14,103147
57,34,192414
33,6,121481
30,1,78920
54,15,151335
45,8,168290
30,0,159992
45,17,167882
51,20,42343
26,1,117816
29,2,103028
36,4,60576
41,3,101461
36,0,144786
43,18,35220
53,1,123021
27,1,189071
59,5,82674
54,4,69335
32,3,155473
49,13,48519
24,2,116853
24,2,68209
50,1,124121
32,0,192588
58,21,163963
64,28,174057
53,15,120593
36,11,73306
25,2,98826
53,2,122299
64,9,121497
55,28,37092
31,4,115709
51,21,142162
62,0,84259
39,9,55648
38,0,175410
26,4,184115
29,7,44473
61,9,70222
26,0,111656
38,9,107372
60,31,31853
60,24,164520
63,40,152812
48,11,83625
53,1,116778
28,4,56267
43,17,72278
33,11,33688
45,17,123567
64,11,143547
38,11,120079
28,0,70889
38,13,60894
41,12,107205
48,1,126521
31,9,85860
27,3,107593
53,18,168044
29,6,176018
40,15,174485
40,17,61294
43,4,52342
56,25,40261
49,16,34985
54,3,198370
27,1,79574
33,11,114646
54,31,143895
55,17,53875
33,1,167001
58,28,108582
57,16,150295
24,1,128476
57,23,141598
60,13,166721
49,18,151440
32,3,51527
37,8,98087
24,1,164540
43,16,102032
36,9,54479
56,5,35384
41,9,105361
64,14,181102
25,1,129638
50,25,90408
41,14,110339
50,8,42991
35,1,188907
22,0,91489
39,14,120356
38,4,125309
36,8,171369
46,3,103310
34,2,68307
54,9,95690
45,13,91794
55,16,178631
32,7,94889
58,33,62742
46,14,189837
62,19,193282
53,28,49379
22,0,30764
50,6,194856
62,9,118348
32,9,81477
43,8,143321
33,2,199718
22,0,113333
37,15,155243
37,9,184335
60,15,194792
24,2,75720
58,34,39736
57,35,170159
51,4,55935
24,1,65554
56,27,57302
52,6,85112
56,4,94310
33,0,71962
51,3,140718
46,5,182770
44,7,77066
38,9,128576
61,13,180257
22,0,59181
38,9,158999
62,11,61358
64,16,102923
56,22,45341
39,11,165434
31,9,82598
54,9,65345
27,3,79016
